Time,Heart Rate,Steps,Phase
00:00:00,59,0,Inactive
00:01:00,59,0,Inactive
00:02:00,64,13,Inactive
00:03:00,82,3,Inactive
00:04:00,87,28,Inactive
00:05:00,89,6,Inactive
00:06:00,75,0,Inactive
00:07:00,64,0,Inactive
00:08:00,58,0,Inactive
00:09:00,71,0,Inactive
00:10:00,68,0,Inactive
00:11:00,67,0,Inactive
00:12:00,69,0,Inactive
00:13:00,65,0,Inactive
00:14:00,68,0,Inactive
00:15:00,68,0,Inactive
00:16:00,71,0,Inactive
00:17:00,70,0,Inactive
00:18:00,73,0,Inactive
00:19:00,72,0,Inactive
00:20:00,79,0,Inactive
00:21:00,75,0,Inactive
00:22:00,67,0,Inactive
00:23:00,72,0,Inactive
00:24:00,61,0,Inactive
00:25:00,63,0,Inactive
00:26:00,60,0,Inactive
00:27:00,64,0,Inactive
00:28:00,66,0,Inactive
00:29:00,66,0,Inactive
00:30:00,66,0,Inactive
00:31:00,66,0,Inactive
00:32:00,66,0,Inactive
00:33:00,62,0,Inactive
00:34:00,63,0,Inactive
00:35:00,74,0,Inactive
00:36:00,69,0,Inactive
00:37:00,63,0,Inactive
00:38:00,66,0,Inactive
00:39:00,65,0,Inactive
00:40:00,60,0,Inactive
00:41:00,62,0,Inactive
00:42:00,70,0,Inactive
00:43:00,61,0,Inactive
00:44:00,57,0,Inactive
00:45:00,60,0,Inactive
00:46:00,56,0,Inactive
00:47:00,56,0,Inactive
00:48:00,59,0,Inactive
00:49:00,59,0,Inactive
00:50:00,60,0,Inactive
00:51:00,61,0,Inactive
00:52:00,62,0,Inactive
00:53:00,63,0,Inactive
00:54:00,62,0,Inactive
00:55:00,63,0,Inactive
00:56:00,63,0,Inactive
00:57:00,63,0,Inactive
00:58:00,63,0,Inactive
00:59:00,64,0,Inactive
01:00:00,64,0,Inactive
01:01:00,64,0,Inactive
01:02:00,65,0,Inactive
01:03:00,73,0,Inactive
01:04:00,60,0,Inactive
01:05:00,63,0,Inactive
01:06:00,63,0,Inactive
01:07:00,62,0,Inactive
01:08:00,64,0,Inactive
01:09:00,64,0,Inactive
01:10:00,64,0,Inactive
01:11:00,66,0,Inactive
01:12:00,66,0,Inactive
01:13:00,65,0,Inactive
01:14:00,66,0,Inactive
01:15:00,64,0,Inactive
01:16:00,65,0,Inactive
01:17:00,66,0,Inactive
01:18:00,65,0,Inactive
01:19:00,66,0,Inactive
01:20:00,65,0,Inactive
01:21:00,65,0,Inactive
01:22:00,67,0,Inactive
01:23:00,67,0,Inactive
01:24:00,65,0,Inactive
01:25:00,66,0,Inactive
01:26:00,65,0,Inactive
01:27:00,67,0,Inactive
01:28:00,67,0,Inactive
01:29:00,67,0,Inactive
01:30:00,66,0,Inactive
01:31:00,66,0,Inactive
01:32:00,66,0,Inactive
01:33:00,68,0,Inactive
01:34:00,67,0,Inactive
01:35:00,75,0,Inactive
01:36:00,61,0,Inactive
01:37:00,61,0,Inactive
01:38:00,61,0,Inactive
01:39:00,67,0,Inactive
01:40:00,63,0,Inactive
01:41:00,61,0,Inactive
01:42:00,65,0,Inactive
01:43:00,64,0,Inactive
01:44:00,64,0,Inactive
01:45:00,63,0,Inactive
01:46:00,71,0,Inactive
01:47:00,70,0,Inactive
01:48:00,64,0,Inactive
01:49:00,71,0,Inactive
01:50:00,68,0,Inactive
01:51:00,67,0,Inactive
01:52:00,66,0,Inactive
01:53:00,64,0,Inactive
01:54:00,66,0,Inactive
01:55:00,66,0,Inactive
01:56:00,59,0,Inactive
01:57:00,61,0,Inactive
01:58:00,61,0,Inactive
01:59:00,58,0,Inactive
02:00:00,69,0,Inactive
02:01:00,60,0,Inactive
02:02:00,59,0,Inactive
